Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,weather,Period,Week_Day,Is_Holiday,City
malay,male,moderate,38,yes,baby,small,pink,traditional,purple,long sleeve,black,short,blankets,4,10,no,17,5,9,2,Partly cloudy,Early Morning,Wednesday,no,Majlis Perbandaran Klang
foreigner,male,fat,23,yes,toddler,small,black,traditional,purple,long sleeve,purple,short,blankets,6,7,yes,15,0,21,3,Partly cloudy,Late Night,Saturday,no,Majlis Perbandaran Klang
chinese,male,moderate,60,yes,young,small,red,casual,black,long sleeve,red,long,blankets,4,7,yes,21,3,11,1,Partly sunny,Morning,Sunday,no,Majlis Perbandaran Klang
foreigner,male,fat,40,no,young,small,yellow,casual,white,short_sleeve,blue,short,blankets,3,9,no,34,1,20,3,Broken clouds,Morning,Sunday,no,Shah Alam
indian,male,moderate,31,no,no_kids,big,orange,formal,orange,long sleeve,orange,short,blankets,5,8,no,53,2,19,3,Broken clouds,Morning,Friday,no,Majlis Perbandaran Klang
indian,female,fat,44,no,toddler,big,yellow,traditional,black,short_sleeve,blue_jeans,long,clothes,5,10,yes,32,3,18,3,Broken clouds,Evening,Tuesday,no,Majlis Perbandaran Klang
chinese,male,fat,32,yes,baby,big,blue,formal,black,long sleeve,orange,short,blankets,4,10,yes,56,5,17,2,Partly cloudy,Early Morning,Monday,no,Shah Alam
malay,male,thin,52,no,young,small,white,traditional,white,long sleeve,brown,long,blankets,4,8,yes,23,2,19,2,Partly cloudy,Morning,Tuesday,no,Shah Alam
indian,male,fat,19,yes,baby,big,brown,traditional,orange,long sleeve,green,short,blankets,3,7,no,35,4,8,1,Partly cloudy,Late Night,Sunday,no,Shah Alam
chinese,female,fat,47,no,baby,big,purple,traditional,orange,long sleeve,blue,short,blankets,3,8,no,54,5,10,3,Partly sunny,Morning,Monday,no,Shah Alam
chinese,male,thin,28,yes,baby,small,red,formal,yellow,long sleeve,black,short,clothes,3,9,yes,60,3,14,3,Partly cloudy,Early Morning,Thursday,yes,Majlis Perbandaran Klang
foreigner,male,fat,30,yes,young,small,grey,traditional,black,short_sleeve,black,short,blankets,6,9,yes,37,4,21,1,Partly sunny,Morning,Wednesday,no,Majlis Perbandaran Klang
chinese,female,thin,31,yes,no_kids,small,black,formal,grey,short_sleeve,grey,long,clothes,6,10,yes,54,1,14,2,Partly cloudy,Late Night,Monday,no,Majlis Perbandaran Klang
indian,female,fat,33,no,no_kids,big,red,formal,grey,short_sleeve,black,long,blankets,4,7,no,42,5,21,1,Partly cloudy,Early Morning,Monday,no,Majlis Perbandaran Klang
malay,male,fat,30,yes,no_kids,small,white,casual,yellow,long sleeve,orange,short,blankets,6,10,yes,32,1,19,3,Light rain,Early Morning,Sunday,no,Shah Alam
malay,female,fat,26,yes,young,small,white,casual,grey,short_sleeve,red,short,blankets,6,7,no,49,4,18,3,Broken clouds,Noon,Sunday,yes,Majlis Perbandaran Klang
malay,female,moderate,45,no,young,big,pink,casual,blue,short_sleeve,green,short,clothes,5,8,no,46,2,19,2,Partly cloudy,Late Night,Wednesday,no,Majlis Perbandaran Klang
indian,male,fat,56,yes,toddler,small,red,casual,black,long sleeve,brown,short,blankets,5,10,no,44,1,19,1,Broken clouds,Morning,Monday,no,Shah Alam
foreigner,female,moderate,51,no,toddler,big,grey,formal,pink,long sleeve,black,long,blankets,6,9,no,37,0,19,2,Broken clouds,Night,Thursday,no,Shah Alam
indian,male,fat,57,no,baby,small,purple,formal,green,long sleeve,blue,short,blankets,5,9,yes,36,3,20,3,Broken clouds,Noon,Thursday,no,Majlis Perbandaran Klang
indian,female,fat,24,no,baby,big,purple,formal,orange,long sleeve,blue,long,clothes,3,10,no,38,3,19,1,Broken clouds,Evening,Friday,no,Majlis Perbandaran Klang
chinese,female,fat,51,no,young,big,orange,formal,black,short_sleeve,blue,long,blankets,3,10,yes,44,5,19,3,Broken clouds,Evening,Tuesday,no,Majlis Perbandaran Klang
indian,female,fat,46,yes,baby,big,green,casual,yellow,short_sleeve,grey,long,blankets,4,10,no,13,4,20,2,Passing clouds,Morning,Friday,no,Majlis Perbandaran Klang
indian,female,fat,57,yes,baby,small,brown,formal,purple,long sleeve,pink,short,clothes,3,10,no,47,4,9,2,Thunderstorms,Night,Friday,no,Majlis Perbandaran Klang
malay,male,fat,57,no,young,small,purple,traditional,white,long sleeve,purple,long,blankets,4,7,yes,14,4,10,1,Broken clouds,Night,Friday,no,Majlis Perbandaran Klang
chinese,male,thin,50,yes,no_kids,big,purple,casual,yellow,short_sleeve,green,long,blankets,5,9,yes,26,2,13,1,Broken clouds,Evening,Monday,no,Majlis Perbandaran Klang
foreigner,female,thin,24,no,no_kids,big,red,traditional,pink,long sleeve,red,long,clothes,4,8,yes,11,5,21,1,Partly cloudy,Late Night,Sunday,no,Shah Alam
indian,male,thin,49,no,young,big,white,traditional,orange,long sleeve,blue,long,clothes,3,8,yes,36,2,20,2,Partly cloudy,Early Morning,Friday,no,Majlis Perbandaran Klang
malay,female,moderate,46,yes,no_kids,small,grey,formal,red,short_sleeve,purple,long,blankets,3,10,no,31,5,15,1,Partly cloudy,Early Morning,Friday,no,Shah Alam
foreigner,female,fat,49,yes,toddler,small,black,casual,pink,short_sleeve,red,long,clothes,6,7,yes,24,3,10,2,Broken clouds,Morning,Sunday,no,Majlis Perbandaran Klang
foreigner,female,moderate,26,no,toddler,small,red,traditional,white,short_sleeve,blue,short,clothes,3,10,no,26,3,7,2,Passing clouds,Early Morning,Sunday,no,Shah Alam
malay,male,moderate,34,no,baby,big,pink,casual,white,long sleeve,black,long,blankets,4,9,no,23,3,9,2,Partly sunny,Noon,Friday,no,Majlis Perbandaran Klang
chinese,male,moderate,48,yes,toddler,big,black,traditional,grey,long sleeve,pink,short,blankets,3,8,no,42,4,19,2,Partly cloudy,Night,Friday,no,Majlis Perbandaran Klang
indian,male,moderate,56,yes,toddler,small,blue,traditional,purple,short_sleeve,purple,short,blankets,6,10,no,44,2,14,2,Partly cloudy,Night,Friday,no,Majlis Perbandaran Klang
indian,male,moderate,34,yes,no_kids,big,grey,casual,yellow,long sleeve,grey,short,clothes,6,9,no,27,2,19,3,Partly sunny,Noon,Tuesday,no,Shah Alam
malay,male,moderate,48,yes,young,big,red,traditional,blue,long sleeve,blue_jeans,long,blankets,4,7,yes,14,4,8,1,Partly cloudy,Late Night,Monday,no,Majlis Perbandaran Klang
indian,female,moderate,57,no,baby,small,yellow,casual,blue,short_sleeve,grey,long,blankets,5,7,yes,32,5,12,1,Broken clouds,Noon,Thursday,no,Majlis Perbandaran Klang
foreigner,male,moderate,44,yes,young,big,white,casual,blue,long sleeve,orange,short,blankets,5,9,no,49,1,17,2,Partly cloudy,Morning,Wednesday,no,Majlis Perbandaran Klang
malay,male,moderate,36,no,young,big,grey,traditional,blue,short_sleeve,red,long,blankets,5,8,no,51,4,14,2,Partly cloudy,Morning,Saturday,no,Majlis Perbandaran Klang
malay,male,thin,39,no,toddler,small,orange,casual,blue,long sleeve,white,short,blankets,5,9,yes,49,1,19,2,Partly sunny,Night,Monday,no,Majlis Perbandaran Klang
foreigner,female,thin,38,no,baby,big,white,traditional,white,short_sleeve,purple,long,clothes,6,8,no,49,4,11,3,Broken clouds,Evening,Saturday,no,Shah Alam
indian,female,fat,41,no,toddler,big,purple,formal,brown,long sleeve,blue,short,clothes,3,10,no,14,2,20,2,Partly cloudy,Early Morning,Thursday,no,Shah Alam
indian,male,thin,29,yes,toddler,big,pink,traditional,black,long sleeve,pink,short,blankets,3,9,yes,38,0,17,1,Broken clouds,Evening,Thursday,no,Majlis Perbandaran Klang
chinese,female,moderate,49,no,baby,small,grey,casual,black,long sleeve,blue,long,clothes,5,10,no,11,4,14,2,Thunderstorms,Night,Monday,no,Shah Alam
indian,male,moderate,57,yes,toddler,big,green,formal,brown,short_sleeve,yellow,long,blankets,3,9,no,25,4,7,2,Partly cloudy,Early Morning,Sunday,yes,Shah Alam
malay,female,moderate,55,no,baby,big,red,traditional,black,short_sleeve,yellow,short,clothes,3,9,no,43,1,14,1,Light rain,Night,Saturday,no,Majlis Perbandaran Klang
malay,male,moderate,33,no,toddler,small,grey,casual,blue,short_sleeve,white,short,clothes,3,10,yes,33,1,8,2,Broken clouds,Morning,Sunday,no,Shah Alam
chinese,male,moderate,46,yes,no_kids,big,black,casual,white,long sleeve,black,short,clothes,4,9,no,34,3,19,1,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
indian,female,moderate,32,yes,toddler,small,white,formal,blue,short_sleeve,pink,long,clothes,3,9,no,25,0,7,3,Passing clouds,Morning,Wednesday,no,Majlis Perbandaran Klang
malay,female,moderate,56,no,baby,small,pink,casual,black,short_sleeve,blue,short,clothes,6,10,no,18,5,17,2,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
foreigner,male,thin,27,yes,no_kids,small,orange,traditional,black,long sleeve,black,short,clothes,4,7,no,56,5,14,3,Partly cloudy,Night,Sunday,no,Majlis Perbandaran Klang
foreigner,male,thin,36,yes,no_kids,big,purple,formal,grey,long sleeve,purple,long,clothes,6,9,no,42,4,10,2,Partly cloudy,Morning,Thursday,no,Majlis Perbandaran Klang
malay,male,thin,47,no,toddler,big,purple,casual,red,short_sleeve,blue_jeans,long,clothes,5,9,no,54,3,9,3,Broken clouds,Evening,Friday,no,Shah Alam
chinese,female,moderate,21,yes,no_kids,big,green,traditional,red,short_sleeve,pink,long,clothes,5,9,no,17,4,16,3,Broken clouds,Morning,Thursday,no,Shah Alam
indian,female,fat,40,yes,baby,big,brown,formal,yellow,long sleeve,orange,short,clothes,5,10,yes,23,3,10,2,Broken clouds,Night,Friday,no,Shah Alam
indian,female,moderate,27,no,young,big,yellow,formal,pink,long sleeve,blue_jeans,long,blankets,4,9,no,59,2,18,2,Partly sunny,Morning,Tuesday,no,Majlis Perbandaran Klang
chinese,female,thin,36,no,toddler,small,purple,casual,black,short_sleeve,blue_jeans,short,blankets,6,7,yes,45,1,20,2,Partly sunny,Morning,Monday,no,Majlis Perbandaran Klang
malay,male,thin,28,no,young,big,purple,traditional,red,long sleeve,pink,long,clothes,4,9,no,23,3,21,3,Partly cloudy,Early Morning,Saturday,no,Majlis Perbandaran Klang
malay,male,fat,21,no,toddler,big,black,casual,red,short_sleeve,blue_jeans,long,clothes,6,8,no,22,4,14,3,Partly cloudy,Late Night,Friday,no,Majlis Perbandaran Klang
indian,female,fat,29,no,young,big,green,formal,brown,long sleeve,red,short,blankets,5,9,yes,47,0,19,2,Broken clouds,Morning,Saturday,no,Majlis Perbandaran Klang
indian,male,thin,38,yes,toddler,small,pink,formal,green,short_sleeve,grey,long,blankets,6,8,yes,20,5,7,1,Broken clouds,Noon,Friday,no,Shah Alam
chinese,male,fat,53,no,toddler,big,blue,formal,blue,long sleeve,grey,short,blankets,6,8,yes,56,4,15,2,Thunderstorms,Noon,Friday,no,Majlis Perbandaran Klang
chinese,female,fat,48,no,toddler,big,orange,casual,green,short_sleeve,blue,long,clothes,4,7,yes,26,2,17,1,Partly cloudy,Late Night,Thursday,no,Shah Alam
chinese,female,thin,24,yes,young,big,purple,formal,red,short_sleeve,blue,long,clothes,5,8,yes,21,5,9,2,Strong thunderstorms,Evening,Saturday,no,Majlis Perbandaran Klang
foreigner,male,fat,20,no,baby,big,orange,casual,grey,long sleeve,grey,long,clothes,4,9,yes,40,4,11,2,Partly cloudy,Early Morning,Sunday,no,Majlis Perbandaran Klang
chinese,female,thin,26,yes,no_kids,big,brown,casual,pink,short_sleeve,yellow,short,blankets,5,9,no,14,0,18,1,Thunderstorms,Morning,Thursday,no,Majlis Perbandaran Klang
chinese,female,moderate,55,yes,no_kids,big,black,casual,pink,short_sleeve,purple,long,clothes,5,9,yes,52,5,16,2,Partly cloudy,Late Night,Monday,no,Majlis Perbandaran Klang
chinese,female,thin,58,yes,toddler,big,red,formal,grey,long sleeve,red,long,clothes,5,8,no,21,4,17,3,Partly cloudy,Early Morning,Thursday,no,Shah Alam
chinese,male,moderate,20,yes,no_kids,small,red,traditional,green,short_sleeve,yellow,long,blankets,6,8,no,28,2,12,2,Partly cloudy,Morning,Thursday,no,Majlis Perbandaran Klang
foreigner,female,fat,35,no,young,big,grey,casual,white,short_sleeve,blue,long,clothes,4,10,no,31,1,21,1,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
foreigner,male,thin,35,yes,toddler,big,orange,formal,black,short_sleeve,blue,long,clothes,6,7,no,12,0,20,1,More clouds than sun,Evening,Thursday,no,Shah Alam
chinese,male,thin,25,no,baby,big,brown,formal,black,long sleeve,brown,short,blankets,5,9,no,57,0,17,1,Partly cloudy,Night,Monday,no,Shah Alam
foreigner,female,fat,48,yes,baby,small,brown,casual,green,long sleeve,white,long,blankets,4,8,no,47,2,10,2,Partly cloudy,Night,Sunday,no,Majlis Perbandaran Klang
foreigner,male,thin,44,no,no_kids,small,grey,casual,brown,long sleeve,orange,short,blankets,3,10,no,46,2,16,1,Broken clouds,Night,Monday,no,Majlis Perbandaran Klang
indian,male,thin,48,yes,young,small,orange,casual,orange,short_sleeve,blue,short,blankets,4,10,no,37,4,16,1,Partly cloudy,Late Night,Wednesday,no,Majlis Perbandaran Klang
foreigner,female,thin,50,yes,no_kids,big,pink,casual,brown,short_sleeve,white,short,blankets,5,9,yes,43,5,13,1,Broken clouds,Evening,Saturday,no,Shah Alam
indian,female,fat,59,yes,toddler,big,blue,casual,brown,short_sleeve,blue,short,blankets,4,10,no,32,2,11,2,Partly cloudy,Night,Thursday,no,Shah Alam
chinese,male,thin,41,yes,toddler,big,black,casual,orange,short_sleeve,pink,short,blankets,5,7,yes,31,5,9,2,Broken clouds,Evening,Friday,no,Shah Alam
chinese,female,fat,56,yes,young,big,white,traditional,purple,long sleeve,purple,long,clothes,3,7,no,19,0,18,1,Partly cloudy,Night,Wednesday,no,Majlis Perbandaran Klang
foreigner,male,fat,59,yes,toddler,big,black,formal,pink,short_sleeve,green,long,clothes,5,8,yes,33,2,21,2,Passing clouds,Late Night,Thursday,no,Majlis Perbandaran Klang
chinese,female,fat,20,no,toddler,small,purple,traditional,green,long sleeve,yellow,short,clothes,5,10,no,31,5,20,1,Thunderstorms,Night,Wednesday,no,Shah Alam
foreigner,male,thin,23,no,no_kids,big,pink,traditional,black,long sleeve,pink,long,clothes,4,9,yes,30,0,15,2,Partly cloudy,Early Morning,Wednesday,no,Shah Alam
malay,male,moderate,30,no,no_kids,small,red,casual,orange,short_sleeve,pink,short,blankets,3,10,yes,60,3,11,1,Partly cloudy,Early Morning,Monday,no,Shah Alam
chinese,female,moderate,20,no,baby,big,red,traditional,black,long sleeve,black,long,blankets,6,10,no,35,4,19,3,Broken clouds,Noon,Thursday,no,Majlis Perbandaran Klang
malay,female,fat,23,yes,baby,big,purple,formal,brown,short_sleeve,blue_jeans,short,clothes,3,8,no,18,4,10,1,Partly sunny,Morning,Wednesday,no,Majlis Perbandaran Klang
malay,male,moderate,21,yes,no_kids,big,white,formal,brown,long sleeve,brown,short,clothes,6,9,yes,57,0,9,3,Partly cloudy,Early Morning,Saturday,no,Majlis Perbandaran Klang
malay,male,thin,42,no,young,small,white,traditional,red,short_sleeve,purple,short,blankets,6,8,yes,51,3,15,3,Partly cloudy,Early Morning,Sunday,no,Majlis Perbandaran Klang
malay,male,fat,50,no,baby,small,purple,casual,pink,short_sleeve,red,long,clothes,3,8,no,52,5,9,2,Fog,Morning,Monday,no,Majlis Perbandaran Klang
malay,female,fat,56,no,toddler,small,blue,traditional,purple,short_sleeve,pink,short,clothes,5,7,no,23,1,17,2,Partly sunny,Noon,Monday,no,Shah Alam
indian,male,thin,29,no,toddler,small,green,casual,purple,long sleeve,brown,short,clothes,3,9,no,55,2,7,2,Broken clouds,Noon,Tuesday,no,Shah Alam
foreigner,female,thin,55,yes,toddler,big,grey,formal,brown,long sleeve,orange,short,clothes,5,8,no,43,0,7,3,Passing clouds,Early Morning,Wednesday,no,Majlis Perbandaran Klang
chinese,female,moderate,50,yes,toddler,small,red,casual,black,short_sleeve,white,long,blankets,6,10,no,23,1,21,3,Passing clouds,Morning,Sunday,no,Majlis Perbandaran Klang
malay,male,moderate,34,no,no_kids,big,grey,formal,green,short_sleeve,white,long,clothes,4,10,yes,47,5,10,1,Thunderstorms,Evening,Sunday,no,Shah Alam
foreigner,female,moderate,22,no,toddler,small,black,formal,purple,short_sleeve,blue,long,blankets,4,10,yes,32,5,7,3,Broken clouds,Morning,Sunday,no,Majlis Perbandaran Klang
chinese,male,thin,24,yes,baby,big,black,traditional,white,long sleeve,white,long,clothes,6,9,yes,31,1,13,3,Partly cloudy,Night,Thursday,no,Majlis Perbandaran Klang
chinese,male,moderate,46,yes,baby,big,yellow,casual,brown,short_sleeve,purple,short,blankets,5,7,yes,45,4,19,3,Partly cloudy,Late Night,Friday,no,Shah Alam
foreigner,female,moderate,41,yes,toddler,big,black,formal,pink,short_sleeve,white,short,blankets,6,8,yes,60,0,18,3,Partly sunny,Morning,Saturday,no,Shah Alam
chinese,male,fat,37,yes,toddler,big,yellow,traditional,white,short_sleeve,green,short,clothes,5,7,yes,58,4,12,1,Passing clouds,Early Morning,Monday,no,Shah Alam
indian,female,moderate,54,yes,toddler,big,green,traditional,yellow,short_sleeve,blue,long,clothes,4,7,yes,36,5,19,3,Partly sunny,Morning,Wednesday,no,Shah Alam
malay,female,thin,37,yes,toddler,small,brown,traditional,green,long sleeve,blue,long,blankets,6,7,no,55,1,15,1,Partly cloudy,Late Night,Saturday,no,Shah Alam
foreigner,male,fat,24,no,toddler,big,white,traditional,black,long sleeve,blue,long,blankets,6,7,no,37,4,11,1,Broken clouds,Evening,Wednesday,no,Majlis Perbandaran Klang
foreigner,female,moderate,55,yes,young,small,orange,traditional,grey,long sleeve,blue_jeans,long,blankets,5,7,yes,27,1,21,1,Partly sunny,Morning,Thursday,yes,Majlis Perbandaran Klang
foreigner,male,thin,47,no,toddler,big,green,casual,green,long sleeve,blue_jeans,short,clothes,6,10,yes,59,4,8,3,Broken clouds,Evening,Wednesday,no,Majlis Perbandaran Klang
chinese,male,thin,59,yes,baby,small,brown,formal,yellow,short_sleeve,white,short,blankets,4,7,yes,34,1,21,2,Thunderstorms,Night,Friday,no,Majlis Perbandaran Klang
malay,male,moderate,49,no,toddler,big,yellow,casual,black,long sleeve,grey,short,blankets,4,7,yes,32,3,16,2,Passing clouds,Early Morning,Friday,no,Shah Alam
indian,female,moderate,18,no,young,big,white,formal,blue,long sleeve,blue,long,clothes,6,7,no,52,2,10,3,Partly cloudy,Early Morning,Friday,no,Majlis Perbandaran Klang
indian,female,moderate,58,yes,baby,small,red,formal,pink,long sleeve,orange,short,blankets,5,7,no,34,3,14,3,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
malay,male,moderate,18,no,no_kids,small,brown,traditional,brown,long sleeve,pink,short,clothes,3,9,yes,17,2,15,2,Partly sunny,Evening,Saturday,no,Majlis Perbandaran Klang
foreigner,male,thin,54,no,toddler,big,grey,formal,red,long sleeve,blue,short,blankets,6,9,no,29,4,10,2,Partly cloudy,Morning,Monday,no,Majlis Perbandaran Klang
malay,female,moderate,49,no,toddler,big,yellow,formal,brown,short_sleeve,blue_jeans,long,blankets,4,8,no,11,3,7,3,Partly cloudy,Night,Friday,no,Majlis Perbandaran Klang
chinese,female,fat,59,no,no_kids,big,black,formal,orange,short_sleeve,purple,short,blankets,3,10,no,33,5,11,3,Partly sunny,Night,Monday,no,Majlis Perbandaran Klang
chinese,female,moderate,18,no,no_kids,big,green,casual,green,short_sleeve,blue_jeans,long,clothes,4,9,no,52,0,17,2,Broken clouds,Evening,Friday,no,Majlis Perbandaran Klang
foreigner,male,thin,43,no,no_kids,big,green,formal,yellow,short_sleeve,blue_jeans,long,clothes,6,9,no,46,5,21,2,Partly cloudy,Night,Monday,no,Majlis Perbandaran Klang
malay,female,fat,52,no,no_kids,small,yellow,traditional,grey,short_sleeve,blue,long,blankets,6,8,yes,51,5,9,2,Broken clouds,Noon,Saturday,no,Shah Alam
chinese,male,moderate,19,yes,toddler,small,orange,traditional,black,short_sleeve,red,short,clothes,3,7,yes,41,3,14,2,Broken clouds,Noon,Tuesday,no,Shah Alam
indian,female,moderate,26,no,young,big,orange,formal,purple,long sleeve,blue,long,clothes,6,7,yes,14,0,9,2,Broken clouds,Evening,Saturday,no,Shah Alam
malay,male,fat,48,no,young,small,pink,formal,grey,short_sleeve,purple,short,clothes,6,7,yes,16,2,8,3,Partly sunny,Noon,Thursday,no,Majlis Perbandaran Klang
foreigner,female,fat,47,no,no_kids,small,purple,traditional,pink,short_sleeve,orange,short,clothes,6,9,yes,46,4,9,2,Partly cloudy,Late Night,Wednesday,no,Shah Alam
chinese,female,thin,56,no,young,small,black,formal,black,short_sleeve,grey,long,blankets,6,10,no,49,1,18,2,Partly sunny,Noon,Monday,no,Majlis Perbandaran Klang
foreigner,male,moderate,50,no,toddler,big,white,formal,black,short_sleeve,blue,short,blankets,4,7,no,34,4,17,2,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
indian,male,moderate,43,no,no_kids,small,yellow,formal,brown,short_sleeve,brown,short,blankets,5,9,yes,31,3,11,3,Partly cloudy,Early Morning,Tuesday,no,Shah Alam
malay,male,fat,50,yes,toddler,big,green,formal,orange,short_sleeve,blue_jeans,long,clothes,3,9,yes,48,1,16,1,Passing clouds,Night,Monday,no,Majlis Perbandaran Klang
